"REF_DATE","GEO","DGUID","Main industry based on the North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Rimouski, Quebec","2021S0504404","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713032","32.3.1","160","","","","0"
"2021","Rimouski, Quebec","2021S0504404","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713032","32.3.1","170","","","","0"
"2022","Rimouski, Quebec","2021S0504404","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713032","32.3.1","200","","","","0"
"2023","Rimouski, Quebec","2021S0504404","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713032","32.3.1","200","","","","0"
"2017","Rimouski, Quebec","2021S0504404","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713038","32.4.1","310","","","","0"
"2018","Rimouski, Quebec","2021S0504404","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713038","32.4.1","300","","","","0"
"2019","Rimouski, Quebec","2021S0504404","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713038","32.4.1","280","","","","0"
"2020","Rimouski, Quebec","2021S0504404","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713038","32.4.1","260","","","","0"
"2021","Rimouski, Quebec","2021S0504404","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713038","32.4.1","270","","","","0"
"2022","Rimouski, Quebec","2021S0504404","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713038","32.4.1","260","","","","0"
"2023","Rimouski, Quebec","2021S0504404","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713038","32.4.1","270","","","","0"
"2017","Rimouski, Quebec","2021S0504404","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713044","32.5.1","1530","","","","0"
"2018","Rimouski, Quebec","2021S0504404","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713044","32.5.1","1590","","","","0"
"2019","Rimouski, Quebec","2021S0504404","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713044","32.5.1","1520","","","","0"
"2020","Rimouski, Quebec","2021S0504404","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713044","32.5.1","1480","","","","0"
"2021","Rimouski, Quebec","2021S0504404","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713044","32.5.1","1470","","","","0"
"2022","Rimouski, Quebec","2021S0504404","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713044","32.5.1","1510","","","","0"
"2023","Rimouski, Quebec","2021S0504404","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713044","32.5.1","1550","","","","0"
"2017","Rimouski, Quebec","2021S0504404","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713050","32.6.1","1530","","","","0"
"2018","Rimouski, Quebec","2021S0504404","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713050","32.6.1","1550","","","","0"
"2019","Rimouski, Quebec","2021S0504404","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713050","32.6.1","1450","","","","0"
"2020","Rimouski, Quebec","2021S0504404","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713050","32.6.1","1390","","","","0"
"2021","Rimouski, Quebec","2021S0504404","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713050","32.6.1","1400","","","","0"
"2022","Rimouski, Quebec","2021S0504404","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713050","32.6.1","1240","","","","0"
"2023","Rimouski, Quebec","2021S0504404","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713050","32.6.1","1200","","","","0"
"2017","Rivière-du-loup, Quebec","2021S0504405","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713158","33.2.1","240","","","","0"
"2018","Rivière-du-loup, Quebec","2021S0504405","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713158","33.2.1","240","","","","0"
"2019","Rivière-du-loup, Quebec","2021S0504405","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713158","33.2.1","210","","","","0"
"2020","Rivière-du-loup, Quebec","2021S0504405","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713158","33.2.1","200","","","","0"
"2021","Rivière-du-loup, Quebec","2021S0504405","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713158","33.2.1","210","","","","0"
"2022","Rivière-du-loup, Quebec","2021S0504405","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713158","33.2.1","220","","","","0"
"2023","Rivière-du-loup, Quebec","2021S0504405","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713158","33.2.1","200","","","","0"
"2017","Rivière-du-loup, Quebec","2021S0504405","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713164","33.3.1","340","","","","0"
"2018","Rivière-du-loup, Quebec","2021S0504405","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713164","33.3.1","370","","","","0"
"2019","Rivière-du-loup, Quebec","2021S0504405","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713164","33.3.1","420","","","","0"
"2020","Rivière-du-loup, Quebec","2021S0504405","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713164","33.3.1","430","","","","0"
"2021","Rivière-du-loup, Quebec","2021S0504405","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713164","33.3.1","430","","","","0"
"2022","Rivière-du-loup, Quebec","2021S0504405","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713164","33.3.1","410","","","","0"
"2023","Rivière-du-loup, Quebec","2021S0504405","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713164","33.3.1","330","","","","0"
"2017","Rivière-du-loup, Quebec","2021S0504405","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713170","33.4.1","80","","","","0"
"2018","Rivière-du-loup, Quebec","2021S0504405","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713170","33.4.1","80","","","","0"
"2019","Rivière-du-loup, Quebec","2021S0504405","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713170","33.4.1","70","","","","0"
"2020","Rivière-du-loup, Quebec","2021S0504405","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713170","33.4.1","70","","","","0"
"2021","Rivière-du-loup, Quebec","2021S0504405","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713170","33.4.1","80","","","","0"
"2022","Rivière-du-loup, Quebec","2021S0504405","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713170","33.4.1","80","","","","0"
"2023","Rivière-du-loup, Quebec","2021S0504405","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713170","33.4.1","70","","","","0"
"2017","Rivière-du-loup, Quebec","2021S0504405","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713176","33.5.1","770","","","","0"
"2018","Rivière-du-loup, Quebec","2021S0504405","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713176","33.5.1","770","","","","0"
"2019","Rivière-du-loup, Quebec","2021S0504405","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713176","33.5.1","800","","","","0"
"2020","Rivière-du-loup, Quebec","2021S0504405","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713176","33.5.1","810","","","","0"
"2021","Rivière-du-loup, Quebec","2021S0504405","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713176","33.5.1","850","","","","0"
"2022","Rivière-du-loup, Quebec","2021S0504405","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713176","33.5.1","870","","","","0"
"2023","Rivière-du-loup, Quebec","2021S0504405","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713176","33.5.1","890","","","","0"
"2017","Rivière-du-loup, Quebec","2021S0504405","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713182","33.6.1","1970","","","","0"
"2018","Rivière-du-loup, Quebec","2021S0504405","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713182","33.6.1","2080","","","","0"
"2019","Rivière-du-loup, Quebec","2021S0504405","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713182","33.6.1","1960","","","","0"
"2020","Rivière-du-loup, Quebec","2021S0504405","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713182","33.6.1","1910","","","","0"
"2021","Rivière-du-loup, Quebec","2021S0504405","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713182","33.6.1","1750","","","","0"
"2022","Rivière-du-loup, Quebec","2021S0504405","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713182","33.6.1","1920","","","","0"
"2023","Rivière-du-loup, Quebec","2021S0504405","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713182","33.6.1","2050","","","","0"
"2017","Baie-Comeau, Quebec","2021S0504406","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713290","34.2.1","140","","","","0"
"2018","Baie-Comeau, Quebec","2021S0504406","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713290","34.2.1","130","","","","0"
"2019","Baie-Comeau, Quebec","2021S0504406","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713290","34.2.1","130","","","","0"
"2020","Baie-Comeau, Quebec","2021S0504406","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713290","34.2.1","140","","","","0"
"2021","Baie-Comeau, Quebec","2021S0504406","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713290","34.2.1","160","","","","0"
"2022","Baie-Comeau, Quebec","2021S0504406","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713290","34.2.1","150","","","","0"
"2023","Baie-Comeau, Quebec","2021S0504406","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713290","34.2.1","180","","","","0"
"2017","Baie-Comeau, Quebec","2021S0504406","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713296","34.3.1","70","","","","0"
"2018","Baie-Comeau, Quebec","2021S0504406","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713296","34.3.1","90","","","","0"
"2019","Baie-Comeau, Quebec","2021S0504406","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713296","34.3.1","90","","","","0"
"2020","Baie-Comeau, Quebec","2021S0504406","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713296","34.3.1","90","","","","0"
"2021","Baie-Comeau, Quebec","2021S0504406","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713296","34.3.1","110","","","","0"
"2022","Baie-Comeau, Quebec","2021S0504406","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713296","34.3.1","100","","","","0"
"2023","Baie-Comeau, Quebec","2021S0504406","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713296","34.3.1","90","","","","0"
"2017","Baie-Comeau, Quebec","2021S0504406","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713302","34.4.1","780","","","","0"
"2018","Baie-Comeau, Quebec","2021S0504406","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713302","34.4.1","810","","","","0"
"2019","Baie-Comeau, Quebec","2021S0504406","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713302","34.4.1","770","","","","0"
"2020","Baie-Comeau, Quebec","2021S0504406","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713302","34.4.1","750","","","","0"
"2021","Baie-Comeau, Quebec","2021S0504406","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713302","34.4.1","790","","","","0"
"2022","Baie-Comeau, Quebec","2021S0504406","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713302","34.4.1","830","","","","0"
"2023","Baie-Comeau, Quebec","2021S0504406","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713302","34.4.1","840","","","","0"
"2017","Baie-Comeau, Quebec","2021S0504406","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713308","34.5.1","920","","","","0"
"2018","Baie-Comeau, Quebec","2021S0504406","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713308","34.5.1","910","","","","0"
"2019","Baie-Comeau, Quebec","2021S0504406","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713308","34.5.1","870","","","","0"
"2020","Baie-Comeau, Quebec","2021S0504406","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713308","34.5.1","890","","","","0"
"2021","Baie-Comeau, Quebec","2021S0504406","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713308","34.5.1","890","","","","0"
"2022","Baie-Comeau, Quebec","2021S0504406","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713308","34.5.1","930","","","","0"
"2023","Baie-Comeau, Quebec","2021S0504406","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713308","34.5.1","940","","","","0"
"2017","Baie-Comeau, Quebec","2021S0504406","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713314","34.6.1","1810","","","","0"
"2018","Baie-Comeau, Quebec","2021S0504406","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713314","34.6.1","1850","","","","0"
"2019","Baie-Comeau, Quebec","2021S0504406","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713314","34.6.1","1740","","","","0"
"2020","Baie-Comeau, Quebec","2021S0504406","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713314","34.6.1","1460","","","","0"
"2021","Baie-Comeau, Quebec","2021S0504406","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713314","34.6.1","1630","","","","0"
"2022","Baie-Comeau, Quebec","2021S0504406","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713314","34.6.1","1580","","","","0"
"2023","Baie-Comeau, Quebec","2021S0504406","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713314","34.6.1","1600","","","","0"
"2017","Saguenay, Quebec","2021S0503408","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713422","35.2.1","1110","","","","0"
"2018","Saguenay, Quebec","2021S0503408","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713422","35.2.1","1110","","","","0"
"2019","Saguenay, Quebec","2021S0503408","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713422","35.2.1","990","","","","0"
"2020","Saguenay, Quebec","2021S0503408","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713422","35.2.1","1090","","","","0"
"2021","Saguenay, Quebec","2021S0503408","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713422","35.2.1","1110","","","","0"
"2022","Saguenay, Quebec","2021S0503408","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713422","35.2.1","1100","","","","0"
"2023","Saguenay, Quebec","2021S0503408","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713422","35.2.1","1070","","","","0"
"2017","Saguenay, Quebec","2021S0503408","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713428","35.3.1","920","","","","0"
"2018","Saguenay, Quebec","2021S0503408","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713428","35.3.1","970","","","","0"
"2019","Saguenay, Quebec","2021S0503408","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713428","35.3.1","1040","","","","0"
"2020","Saguenay, Quebec","2021S0503408","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713428","35.3.1","1010","","","","0"
"2021","Saguenay, Quebec","2021S0503408","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713428","35.3.1","1030","","","","0"
"2022","Saguenay, Quebec","2021S0503408","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713428","35.3.1","1060","","","","0"
"2023","Saguenay, Quebec","2021S0503408","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713428","35.3.1","1060","","","","0"
"2017","Saguenay, Quebec","2021S0503408","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713434","35.4.1","780","","","","0"
"2018","Saguenay, Quebec","2021S0503408","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713434","35.4.1","790","","","","0"
"2019","Saguenay, Quebec","2021S0503408","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713434","35.4.1","760","","","","0"
"2020","Saguenay, Quebec","2021S0503408","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713434","35.4.1","750","","","","0"
"2021","Saguenay, Quebec","2021S0503408","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713434","35.4.1","820","","","","0"
"2022","Saguenay, Quebec","2021S0503408","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713434","35.4.1","890","","","","0"
"2023","Saguenay, Quebec","2021S0503408","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713434","35.4.1","910","","","","0"
"2017","Saguenay, Quebec","2021S0503408","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713440","35.5.1","5550","","","","0"
"2018","Saguenay, Quebec","2021S0503408","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713440","35.5.1","5300","","","","0"
"2019","Saguenay, Quebec","2021S0503408","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713440","35.5.1","5510","","","","0"
"2020","Saguenay, Quebec","2021S0503408","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713440","35.5.1","5710","","","","0"
"2021","Saguenay, Quebec","2021S0503408","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713440","35.5.1","6290","","","","0"
"2022","Saguenay, Quebec","2021S0503408","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713440","35.5.1","6430","","","","0"
"2023","Saguenay, Quebec","2021S0503408","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713440","35.5.1","6570","","","","0"
"2017","Saguenay, Quebec","2021S0503408","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713446","35.6.1","8570","","","","0"
"2018","Saguenay, Quebec","2021S0503408","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713446","35.6.1","9160","","","","0"
"2019","Saguenay, Quebec","2021S0503408","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713446","35.6.1","9110","","","","0"
"2020","Saguenay, Quebec","2021S0503408","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713446","35.6.1","8710","","","","0"
"2021","Saguenay, Quebec","2021S0503408","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713446","35.6.1","9160","","","","0"
"2022","Saguenay, Quebec","2021S0503408","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713446","35.6.1","9280","","","","0"
"2023","Saguenay, Quebec","2021S0503408","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713446","35.6.1","9730","","","","0"
"2017","Alma, Quebec","2021S0504410","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713554","36.2.1","420","","","","0"
"2018","Alma, Quebec","2021S0504410","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713554","36.2.1","400","","","","0"
"2019","Alma, Quebec","2021S0504410","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713554","36.2.1","360","","","","0"
"2020","Alma, Quebec","2021S0504410","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713554","36.2.1","350","","","","0"
"2021","Alma, Quebec","2021S0504410","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713554","36.2.1","280","","","","0"
"2022","Alma, Quebec","2021S0504410","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713554","36.2.1","280","","","","0"
"2023","Alma, Quebec","2021S0504410","Agriculture, forestry, fishing and hunting [11]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713554","36.2.1","270","","","","0"
"2017","Alma, Quebec","2021S0504410","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713560","36.3.1","130","","","","0"
"2018","Alma, Quebec","2021S0504410","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713560","36.3.1","130","","","","0"
"2019","Alma, Quebec","2021S0504410","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713560","36.3.1","140","","","","0"
"2020","Alma, Quebec","2021S0504410","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713560","36.3.1","130","","","","0"
"2021","Alma, Quebec","2021S0504410","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713560","36.3.1","110","","","","0"
"2022","Alma, Quebec","2021S0504410","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713560","36.3.1","120","","","","0"
"2023","Alma, Quebec","2021S0504410","Mining, quarrying, and oil and gas extraction [21]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713560","36.3.1","120","","","","0"
"2017","Alma, Quebec","2021S0504410","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713566","36.4.1","120","","","","0"
"2018","Alma, Quebec","2021S0504410","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713566","36.4.1","130","","","","0"
"2019","Alma, Quebec","2021S0504410","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713566","36.4.1","130","","","","0"
"2020","Alma, Quebec","2021S0504410","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713566","36.4.1","130","","","","0"
"2021","Alma, Quebec","2021S0504410","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713566","36.4.1","120","","","","0"
"2022","Alma, Quebec","2021S0504410","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713566","36.4.1","150","","","","0"
"2023","Alma, Quebec","2021S0504410","Utilities [22]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713566","36.4.1","150","","","","0"
"2017","Alma, Quebec","2021S0504410","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713572","36.5.1","1280","","","","0"
"2018","Alma, Quebec","2021S0504410","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713572","36.5.1","1310","","","","0"
"2019","Alma, Quebec","2021S0504410","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713572","36.5.1","1280","","","","0"
"2020","Alma, Quebec","2021S0504410","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713572","36.5.1","1240","","","","0"
"2021","Alma, Quebec","2021S0504410","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713572","36.5.1","1160","","","","0"
"2022","Alma, Quebec","2021S0504410","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713572","36.5.1","1220","","","","0"
"2023","Alma, Quebec","2021S0504410","Construction [23]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713572","36.5.1","1240","","","","0"
"2017","Alma, Quebec","2021S0504410","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713578","36.6.1","2400","","","","0"
"2018","Alma, Quebec","2021S0504410","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713578","36.6.1","2500","","","","0"
"2019","Alma, Quebec","2021S0504410","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713578","36.6.1","2400","","","","0"
"2020","Alma, Quebec","2021S0504410","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713578","36.6.1","2230","","","","0"
"2021","Alma, Quebec","2021S0504410","Manufacturing [31-33]","Count of tax filers with wages, salaries and commissions","Number","223","units","0","v1130713578","36.6.1","2170","","","","0"
