"REF_DATE","GEO","DGUID","Industry","Employment size","Business dynamics measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2017-07","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4605","","","","0"
"2017-08","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4589","","","","0"
"2017-09","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4596","","","","0"
"2017-10","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4575","","","","0"
"2017-11","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4577","","","","0"
"2017-12","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4520","","","","0"
"2018-01","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4522","","","","0"
"2018-02","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4526","","","","0"
"2018-03","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4532","","","","0"
"2018-04","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4528","","","","0"
"2018-05","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4514","","","","0"
"2018-06","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4531","","","","0"
"2018-07","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4567","","","","0"
"2018-08","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4522","","","","0"
"2018-09","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4491","","","","0"
"2018-10","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4513","","","","0"
"2018-11","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4496","","","","0"
"2018-12","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4494","","","","0"
"2019-01","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4469","","","","0"
"2019-02","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4466","","","","0"
"2019-03","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4463","","","","0"
"2019-04","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4464","","","","0"
"2019-05","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4449","","","","0"
"2019-06","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4455","","","","0"
"2019-07","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4431","","","","0"
"2019-08","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4371","","","","0"
"2019-09","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4358","","","","0"
"2019-10","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4337","","","","0"
"2019-11","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4311","","","","0"
"2019-12","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4294","","","","0"
"2020-01","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4265","","","","0"
"2020-02","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4223","","","","0"
"2020-03","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4206","","","","0"
"2020-04","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4007","E","","","0"
"2020-05","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","3891","E","","","0"
"2020-06","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","3888","","","","0"
"2020-07","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","3988","","","","0"
"2020-08","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4067","","","","0"
"2020-09","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4143","","","","0"
"2020-10","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4164","","","","0"
"2020-11","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4203","","","","0"
"2020-12","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4257","","","","0"
"2021-01","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4294","","","","0"
"2021-02","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4307","","","","0"
"2021-03","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4314","","","","0"
"2021-04","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4325","","","","0"
"2021-05","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4333","","","","0"
"2021-06","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4318","","","","0"
"2021-07","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4326","","","","0"
"2021-08","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4305","","","","0"
"2021-09","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4288","","","","0"
"2021-10","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4312","","","","0"
"2021-11","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4312","","","","0"
"2021-12","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4298","","","","0"
"2022-01","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4294","","","","0"
"2022-02","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4300","","","","0"
"2022-03","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4345","","","","0"
"2022-04","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4326","","","","0"
"2022-05","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4315","","","","0"
"2022-06","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4280","","","","0"
"2022-07","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4279","","","","0"
"2022-08","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4285","","","","0"
"2022-09","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4316","","","","0"
"2022-10","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4270","","","","0"
"2022-11","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4271","","","","0"
"2022-12","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4272","","","","0"
"2023-01","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4269","","","","0"
"2023-02","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4268","","","","0"
"2023-03","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4261","","","","0"
"2023-04","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4230","","","","0"
"2023-05","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4260","","","","0"
"2023-06","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4207","","","","0"
"2023-07","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4173","","","","0"
"2023-08","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4140","","","","0"
"2023-09","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4152","","","","0"
"2023-10","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4147","","","","0"
"2023-11","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4142","","","","0"
"2023-12","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4119","","","","0"
"2024-01","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4109","","","","0"
"2024-02","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4111","","","","0"
"2024-03","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4113","","","","0"
"2024-04","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4124","","","","0"
"2024-05","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4145","","","","0"
"2024-06","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4112","","","","0"
"2024-07","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4076","","","","0"
"2024-08","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4066","","","","0"
"2024-09","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4032","","","","0"
"2024-10","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4021","","","","0"
"2024-11","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4005","","","","0"
"2024-12","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","3995","","","","0"
"2025-01","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4010","","","","0"
"2025-02","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","4009","","","","0"
"2025-03","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","3960","","","","0"
"2025-04","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","3950","","","","0"
"2025-05","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","3942","","","","0"
"2025-06","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","3952","","","","0"
"2025-07","Canada","2016A000011124","Forestry, fishing and hunting [11]","Total, all employment sizes","Continuing businesses","Number","223","units","0","v1573699508","1.2.1.3","3966","","","","0"
"2015-03","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","7032","","","","0"
"2015-04","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6986","","","","0"
"2015-05","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6970","","","","0"
"2015-06","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6917","","","","0"
"2015-07","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6883","","","","0"
"2015-08","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6808","","","","0"
"2015-09","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6782","","","","0"
"2015-10","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6726","","","","0"
"2015-11","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6714","","","","0"
"2015-12","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6655","","","","0"
"2016-01","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6645","","","","0"
"2016-02","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6379","E","","","0"
"2016-03","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6327","","","","0"
"2016-04","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6312","","","","0"
"2016-05","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6249","","","","0"
"2016-06","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6212","","","","0"
"2016-07","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6168","","","","0"
"2016-08","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6169","","","","0"
"2016-09","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6129","","","","0"
"2016-10","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6168","","","","0"
"2016-11","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6142","","","","0"
"2016-12","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6175","","","","0"
"2017-01","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6175","","","","0"
"2017-02","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6212","","","","0"
"2017-03","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6180","","","","0"
"2017-04","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6218","","","","0"
"2017-05","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6262","","","","0"
"2017-06","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6258","","","","0"
"2017-07","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6239","","","","0"
"2017-08","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6256","","","","0"
"2017-09","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6256","","","","0"
"2017-10","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6219","","","","0"
"2017-11","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6186","","","","0"
"2017-12","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6168","","","","0"
"2018-01","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6170","","","","0"
"2018-02","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6188","","","","0"
"2018-03","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6217","","","","0"
"2018-04","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6196","","","","0"
"2018-05","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6193","","","","0"
"2018-06","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6182","","","","0"
"2018-07","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6197","","","","0"
"2018-08","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6173","","","","0"
"2018-09","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6140","","","","0"
"2018-10","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6130","","","","0"
"2018-11","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6144","","","","0"
"2018-12","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6108","","","","0"
"2019-01","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6053","","","","0"
"2019-02","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5996","","","","0"
"2019-03","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6041","","","","0"
"2019-04","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6050","","","","0"
"2019-05","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6001","","","","0"
"2019-06","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6062","","","","0"
"2019-07","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","6019","","","","0"
"2019-08","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5976","","","","0"
"2019-09","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5945","","","","0"
"2019-10","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5894","","","","0"
"2019-11","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5802","","","","0"
"2019-12","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5836","","","","0"
"2020-01","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5741","","","","0"
"2020-02","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5676","","","","0"
"2020-03","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5581","","","","0"
"2020-04","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5422","","","","0"
"2020-05","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5309","","","","0"
"2020-06","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5240","","","","0"
"2020-07","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5242","","","","0"
"2020-08","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5263","","","","0"
"2020-09","Canada","2016A000011124","Mining, quarrying, and oil and gas extraction [21]","Total, all employment sizes","Active businesses","Number","223","units","0","v1573696421","1.3.1.1","5282","","","","0"
